# Transcript for New Recording 14.m4a
# Language: ru, prob=1.00

[   0.00 -    2.32] Сказывал, да, получается, такие вещи.
[   3.56 -    7.72] То есть вроде бы 4 дня мало, 5 дней, окей.
[   7.72 -   10.76] Но все время зарегулированные 5 дней.
[  11.76 -   12.92] Тоже не окей.
[  13.40 -   15.96] То есть надо отдавать какой-то...
[  16.76 -   17.92] Какие-то дырки.
[  18.76 -   20.44] Но как-то так мы с ней решили.
[  21.84 -   23.12] Это первое.
[  23.12 -   23.96] Второе.
[  25.16 -   26.56] Мы поднимаем цены.
[  27.28 -   28.28] И посмотрим.
[  29.24 -   30.96] Что из этого получится.
[  31.72 -   33.84] И мы решили поднять цену.
[  36.00 -   37.80] Включая поездку.
[  37.80 -   39.80] Туда будет входить поездка.
[  39.80 -   40.96] Колбавра Алто.
[  42.12 -   43.64] 1550.
[  48.00 -   48.84] Посмотрим.
[  48.84 -   51.64] Потому что сейчас, все, кто едет,
[  51.64 -   56.08] они уже, либо люди, как мы с тобой говорили, состоятельные.
[  56.08 -   57.84] Либо что-то еще, но еще посмотрим.
[  58.84 -   60.04] Нет так нет.
[  62.60 -   63.72] Третий момент.
[  63.72 -   68.72] У нас примерно сложилось, очень кратко, конечно, бесподробностей.
[  71.64 -   73.96] Как мы будем ходить.
[  77.64 -   80.00] Тема остается, как я тебе говорила, да?
[  80.84 -   81.84] Ардыко.
[  81.84 -   96.87] Конечно, написала мне.
[  96.87 -   98.87] Первый день 15 октября.
[  98.87 -   99.87] Правой берег.
[ 101.70 -  103.22] Дынье Легор.
[2445.83 - 2447.83] Да?
[2447.83 - 2449.83] Где у нас конспективно это в голову вошло.
[2449.83 - 2451.83] Ну, мы до конца
[2451.83 - 2453.83] не прочувствовали это.
[2453.83 - 2455.83] Да, конечно, да. Потому что...
[2455.83 - 2457.83] Я говорю, моя цель, дать конспект,
[2457.83 - 2459.83] что теперь, когда вы заходите в интерьер,
[2459.83 - 2461.83] вы начинаете вот таким образом,
[2461.83 - 2463.83] как профессионалы,
[2463.83 - 2465.83] его расшифровывать.
[2465.83 - 2467.83] Смотреть на него таким образом.
[2469.83 - 2471.83] И здесь, и понимать,
[2471.83 - 2473.83] почему это вам нравится,
[2473.83 - 2477.14] почему нет.
[2477.14 - 2479.14] И понимать, уже
[2479.14 - 2481.14] более осознанно.
[2481.14 - 2483.14] А не просто нравится, не нравится.
[2483.14 - 2485.14] Ну вот, как-то так.
[2485.14 - 2487.14] Да.
[2487.14 - 2489.14] А когда мы заходим, вот,
[2489.14 - 2491.14] считаем, и где рано зашли,
[2491.14 - 2493.14] да, очень я мечтаю попасть.
[2493.14 - 2495.14] Может, Наташке удастся договориться.
[2495.14 - 2497.14] Обожаю я его.
[2497.14 - 2499.14] И...
[2499.14 - 2501.14] Всего вот, этими
[2501.14 - 2503.14] прекрасными...
[2503.14 - 2505.14] О, дорогу богато, говори про коннатацию.
[2505.14 - 2507.14] Да, но понимаешь,
[2507.14 - 2509.14] дорога богата, но это тебе не дворцы,
[2509.14 - 2511.14] не влог, посмотри здесь,
[2511.14 - 2513.14] совершенно минималистично.
[2513.14 - 2515.14] Вот недвижка в таком районе Парижа,
[2515.14 - 2517.14] она стоит очень дорого.
[2517.14 - 2519.14] Это мы сейчас понимаем, но ты видишь,
[2519.14 - 2521.14] здесь же нет такой демонстрации влог,
[2521.14 - 2523.14] у меня много золота, бриллиантов,
[2523.14 - 2525.14] это так же.
[2525.14 - 2527.14] Это не демонстрация?
[2527.14 - 2529.14] Это не демонстрация дворцового
[2529.14 - 2531.14] ассистена.
[2531.14 - 2533.14] Ну да, ну это типа, это необлазельская
[2533.14 - 2535.14] жизнь? Нет, нет, нет, нет.
[2535.14 - 2537.14] Даже вот это казалось бы, да,
[2537.14 - 2539.14] такие тихие белые интерьеры
[2539.14 - 2541.14] сами предметы нам
[2541.14 - 2543.14] говорят об очень многом.
[2543.14 - 2545.14] Раскошное, винтажное, ордыкошное
[2545.14 - 2547.14] зеркало.
[2547.14 - 2549.14] Мы понимаем,
[2549.14 - 2551.14] сколько она стоит.
[2551.14 - 2553.14] Стул, плотнера и так далее,
[2553.14 - 2555.14] да, какая-то материальная
[2555.14 - 2557.14] база. Видишь, по...
[2557.14 - 2559.14] с точки зрения цвета все очень просто.
[2559.14 - 2561.14] А вечка здесь стоит прекрасная.
[2561.14 - 2563.14] Обожаю, когда есть такие живые,
[2563.14 - 2565.14] как бы,
[2565.14 - 2567.14] ассоциации.
[2567.14 - 2569.14] А это
[2569.14 - 2571.14] другая,
[2571.14 - 2573.14] другой тип эстетики.
[2573.14 - 2575.14] Тоже французы.
[2575.14 - 2577.14] Я показываю, что
[2577.14 - 2579.14] сегодня нет диктатостиля,
[2579.14 - 2581.14] нет диктатостиля,
[2581.14 - 2583.14] слава Богу, да, можем в тот выбирать.
[2583.14 - 2585.14] И здесь
[2585.14 - 2587.14] язык
[2587.14 - 2589.14] несколько иной, хотя тоже
[2589.14 - 2591.14] винтаж,
[2591.14 - 2593.14] антиквариат,
[2593.14 - 2595.14] мопсики,
[2595.14 - 2597.14] как я это называю,
[2597.14 - 2599.14] ирония,
[2599.14 - 2601.14] определенная.
[2601.14 - 2603.14] И очень большое
[2603.14 - 2605.14] внимание к форму.
[2605.14 - 2607.14] Это черта стиля вообще?
[2607.14 - 2609.14] Нет, ирония.
[2609.14 - 2611.14] Это именно его просто какой-то прикол?
[2611.14 - 2613.14] Это прикол сегодняшнего времени.
[2613.14 - 2615.14] Сегодняшнего времени чуть-чуть.
[2615.14 - 2617.14] Посмотренниско.
[2617.14 - 2619.14] Смотри, убери вот эту вот капустку
[2619.14 - 2621.14] моя любимую на ножках отсюда.
[2621.14 - 2623.14] Устатичный,
[2623.14 - 2625.14] достойный,
[2625.14 - 2627.14] богатый, никакой интерьер.
[2627.14 - 2629.14] То есть это
[2629.14 - 2631.14] эмоциональная, как бы сбивка пафоса.
[2631.14 - 2633.14] Вот.
[2633.14 - 2635.14] Вот ироничность, оно дает,
[2635.14 - 2637.14] сбивает пафосы.
[2637.14 - 2639.14] Вот, да, то есть
[2639.14 - 2641.14] по счастью,
[2641.14 - 2643.14] в падению же аграж
[2643.14 - 2645.14] и вот этот стиль называется
[2645.14 - 2647.14] «Канж»
[2647.14 - 2649.14] Это такое
[2649.14 - 2651.14] «Обшарпе».
[2651.14 - 2653.14] Но мы понимаем, что это
[2653.14 - 2655.14] «Обшарпе», но это
[2655.14 - 2657.14] не убитые хлопы
[2657.14 - 2659.14] под Москвой.
[2659.14 - 2661.14] Это
[2661.14 - 2663.14] любование
[2663.14 - 2665.14] истории, сохранение.
[2665.14 - 2667.14] Здесь нет игры
[2667.14 - 2669.14] в состарении
[2669.14 - 2671.14] искусственной.
[2671.14 - 2673.14] Как это называется?
[2673.14 - 2675.14] В состарении.
[2675.14 - 2677.14] Да, здесь бутафои нет.
[2677.14 - 2679.14] Да, вот это
[2679.14 - 2681.14] Ардыко
[2681.14 - 2683.14] современное.
[2683.14 - 2685.14] Причем это в Мексентмач
[2685.14 - 2687.14] это Кель Вислер
[2687.14 - 2689.14] который одна из самых
[2689.14 - 2691.14] смельчайших
[2691.14 - 2693.14] и, знаешь, вот это я
[2693.14 - 2695.14] ее узнают все.
[2695.14 - 2697.14] У нее есть либо адепты
[2697.14 - 2699.14] либо просто
[2699.14 - 2701.14] называютой игрой «Сумасшедший».
[2701.14 - 2703.14] Но ее
[2703.14 - 2705.14] такой
[2705.14 - 2707.14] ДНК
[2707.14 - 2709.14] несмотря на то, что она
[2709.14 - 2711.14] американка, а как несмотря на то, что
[2711.14 - 2713.14] американого американца, то уже ДНК
[2713.14 - 2715.14] Ардыко
[2715.14 - 2717.14] Это Ардыкошное все-таки
[2717.14 - 2719.14] это такая прям вот
[2719.14 - 2721.14] вот, посмотрите.
[2721.14 - 2723.14] Дальше, пожалуйста.
[2723.14 - 2725.14] Один из самых сложнейших
[2725.14 - 2727.14] декорат, представляешь, да?
[2727.14 - 2729.14] Как
[2729.14 - 2731.14] как
[2731.14 - 2733.14] кем надо быть, чтобы
[2733.14 - 2735.14] это внутри вынести все.
[2735.14 - 2737.14] А вот так
[2737.14 - 2739.14] совсем другая эстетика Юли
[2739.14 - 2741.14] Галавской.
[2741.14 - 2743.14] И это такая, знаешь, как бы
[2743.14 - 2745.14] тема настальжи.
[2745.14 - 2747.14] Причем настальжи не просто
[2747.14 - 2749.14] международное такого не бывает.
[2749.14 - 2751.14] Настальжи вот этих вот советских
[2751.14 - 2753.14] нет, тоже не мое, но
[2753.14 - 2755.14] я тут хотя бы
[2755.14 - 2757.14] щадят жители.
[2757.14 - 2759.14] Нет, здесь очень много
[2759.14 - 2761.14] очень таких тонких, хороших
[2761.14 - 2763.14] воздушных. Так безпощадных жителей.
[2763.14 - 2765.14] Тот безпощадный, но это
[2765.14 - 2767.14] же для... это не к жителю.
[2767.14 - 2769.14] Ты готова здесь работать, например? Это не к жителю, кстати говоря.
[2769.14 - 2771.14] Это... у нее нет жилых
[2771.14 - 2773.14] интерпретов. Это все общественные.
[2773.14 - 2775.14] А, тогда, тогда, Наваль, повсюду
[2775.14 - 2777.14] это общественные...
[2777.14 - 2779.14] Они просто брутят, они системы брутят.
[2779.14 - 2781.14] Они грутят, вау. Но это
[2781.14 - 2783.14] надо тебе сказать, это американцы,
[2783.14 - 2785.14] которые вот, вот
[2785.14 - 2787.14] тема... Адекота
[2787.14 - 2789.14] Наварижская. И вот она
[2789.14 - 2791.14] в полной мере вот такая.
[2791.14 - 2793.14] Вот это вот, смотри, вот
[2793.14 - 2795.14] Джузов Диран.
[2795.14 - 2797.14] Систетика Адекова.
[2797.14 - 2799.14] Да, я понимаю. И Келлюбисли,
[2799.14 - 2801.14] Систетика Адекова. Да, очень разная.
[2801.14 - 2803.14] И Юлия Головская
[2803.14 - 2805.14] Систетика Адекова. Но видишь, совсем
[2805.14 - 2807.14] друг. Деталь.
[2807.14 - 2809.14] Да, да, да, да.
[2809.14 - 2811.14] Да, очень разная тема.
[2811.14 - 2813.14] Кирилл Истомин. Очень разная.
[2813.14 - 2815.14] Видишь, это все сомненно.
[2815.14 - 2817.14] Нет, подожди, но это не Ардекова.
[2817.14 - 2819.14] Нет, это не Ардекова. Нет, я ж не про Ардекового.
[2819.14 - 2821.14] Это я тебе говорю. А я, здесь
[2821.14 - 2823.14] это у меня подборка.
[2823.14 - 2825.14] Скажите о том, что вот современники
[2825.14 - 2827.14] очень знаменитые.
[2827.14 - 2829.14] Можно я себе проверю? Востребованную.
[2829.14 - 2831.14] Можно я себе проверю? Вот это вот,
[2831.14 - 2833.14] для меня выглядит как Ардекова.
[2833.14 - 2835.14] Нет, я субборюсь. А очищно, это скорее, знаешь,
[2835.14 - 2837.14] Ардекова, такого позднего
[2837.14 - 2839.14] уровня со стримлайн.
[2839.14 - 2841.14] Это туда.
[2841.14 - 2843.14] Это Ардеков, который перекоит
[2843.14 - 2845.14] функционализм уже.
[2845.14 - 2847.14] Вот стримлайн.
[2847.14 - 2849.14] А вот это такое, мне, это более
[2849.14 - 2851.14] тихий. А это голливудская вообще, да.
[2851.14 - 2853.14] И вот это типа побольше Ардеков, чем
[2853.14 - 2855.14] вот так.
[2855.14 - 2857.14] Да, здесь вообще чуть-чуть.
[2857.14 - 2859.14] Здесь вообще вот подпекает.
[2859.14 - 2861.14] Вот здесь, вот здесь, вот здесь, вот здесь
[2861.14 - 2863.14] полностью. Здесь не просто Ардекова,
[2863.14 - 2865.14] здесь я просто вот в лоб свою.
[2865.14 - 2867.14] Здесь я не вижу Ардекова? Нет, здесь нет.
[2867.14 - 2869.14] Хорошо.
[2869.14 - 2871.14] Здесь, здесь, я вижу какие-то
[2871.14 - 2873.14] нотки. Ну нет,
[2873.14 - 2875.14] меньше всего здесь, меньше всего
[2875.14 - 2877.14] здесь Ардеков, здесь это нет.
[2877.14 - 2879.14] Здесь да, здесь я вижу Ардеков.
[2879.14 - 2881.14] Это не Ардеков, это
[2881.14 - 2883.14] более ранее,
[2883.14 - 2885.14] на много более ранее истории.
[2885.14 - 2887.14] Но я полагаю, что это примерно
[2887.14 - 2893.34] 18 век.
[2893.34 - 2895.34] 18 век.
[2895.34 - 2897.34] А вот это уже Гранжевская
[2897.34 - 2899.34] переработа, это его личный диван.
[2899.34 - 2901.34] И вот это современное, вот это
[2901.34 - 2903.34] Ардеков.
[2903.34 - 2905.34] Я бы сказал, что это Ардеков, я
[2905.34 - 2907.34] шел.
[2907.34 - 2909.34] Это раньше, это раньше.
[2909.34 - 2911.34] Ничего себе.
[2911.34 - 2913.34] Ардеков включает в себя классику,
[2913.34 - 2915.34] включает в каких-то
[2915.34 - 2917.34] этих.
[2917.34 - 2919.34] Ну вот это Ардеков для меня вообще.
[2919.34 - 2921.34] Вот одна из самых Ардековных картин,
[2921.34 - 2923.34] которые здесь я сегодня видел.
[2923.34 - 2925.34] Да.
[2925.34 - 2927.34] И вот это французская Ардеков,
[2927.34 - 2929.34] европейская Ардеков. А вот
[2929.34 - 2931.34] это архитектурская.
[2931.34 - 2935.19] Да, это я примерно тоже уже начинаю
[2935.19 - 2937.19] понимать. Нет, если бы
[2937.19 - 2939.19] я увидела этот интерьер, я бы не
[2939.19 - 2941.19] сказал слово Ардеков, но может я
[2941.19 - 2943.19] ошибаюсь, но я бы не сказал.
[2943.19 - 2945.19] Вот это да, вот это вообще
[2945.19 - 2947.19] вопрос нет.
[2947.19 - 2949.19] Это то же самое интерьер. Я понимаю,
[2949.19 - 2951.19] я понимаю, что это один человек.
[2951.19 - 2953.19] А вот еще есть
[2953.19 - 2955.19] очень важная тема, почему архитектор
[2955.19 - 2957.19] интерьера надо переживать телом.
[2957.19 - 2959.19] Потому что когда мы видим фотографию,
[2959.19 - 2961.19] мы так не живем.
[2961.19 - 2963.19] Мы вот так живем
[2963.19 - 2965.19] и именно тогда
[2965.19 - 2967.19] у нас происходит впечатление.
[2967.19 - 2969.19] Это то, про что я тебе...
[2969.19 - 2971.19] Да, это точно.
[2971.19 - 2973.19] Как сказать, что ребята экраном
[2973.19 - 2975.19] ты не все закроешь.
[2975.19 - 2977.19] Да, абсолютно. Это только конспект.
[2977.19 - 2979.19] Это начало. Вот смотрите,
[2979.19 - 2981.19] мы будем смотреть на это.
[2981.19 - 2983.19] Просто есть ощущение, что сейчас уже, ну как бы, тебе ничего не надо.
[2983.19 - 2985.19] То есть, если что-то захочешь, возьмешься
[2985.19 - 2987.19] вот, не знаю, большой монитор,
[2987.19 - 2989.19] и пойдешь по лугу, гургу, понимаешь, да?
[2989.19 - 2991.19] Ну, я бы...
[2991.19 - 2993.19] И не потратишь 3000 евро.
[2993.19 - 2995.19] Но все,
[2995.19 - 2997.19] такие многие, те,
[2997.19 - 2999.19] которые ко мне приходят, они это понимают.
[2999.19 - 3001.19] Не у всех есть 3000 евро.
[3001.19 - 3003.19] Но они понимают,
[3003.19 - 3005.19] что вот это тача было,
[3005.19 - 3007.19] вот это все, это очень-очень важно.
[3007.19 - 3011.94] Слушай, у меня есть вопрос.
[3011.94 - 3013.94] Мне кажется, важный реальный в сторону.
[3013.94 - 3015.94] Он тебе может сейчас не показаться таким, но...
[3015.94 - 3017.94] Поварил, пожалуйста, смотри.
[3017.94 - 3019.94] Вот с этими поездками,
[3019.94 - 3021.94] понятно, что мы сталкиваемся с огромным порогом входа,
[3021.94 - 3023.94] мы это обсуждали много раз.
[3023.94 - 3025.94] Если в Москве что-либо,
[3027.94 - 3029.94] что можно посваивать.
[3029.94 - 3031.94] Конечно есть.
[3031.94 - 3033.94] Да фига, но здесь конкуренция невероятная.
[3033.94 - 3035.94] Хотел мне свой...
[3035.94 - 3037.94] Конечно. У меня свои ребята...
[3037.94 - 3039.94] Нет, я бы не боялась с тобой, я бы не боялась с конкуренцией.
[3039.94 - 3041.94] Конечно есть, здесь дофига всего.
[3041.94 - 3043.94] Порог входа совсем другой.
[3043.94 - 3045.94] Так, у меня давно спрашивают, Ольга,
[3045.94 - 3047.94] сделайте 12 экскурсий в Москве,
[3047.94 - 3049.94] в Санкт-Петербурге, в Нижнем.
[3049.94 - 3051.94] В общем, я закинул, мне кажется, это...
[3051.94 - 3053.94] Может, ты меняет нашу жизнь.
[3053.94 - 3057.94] Слушай, это очень-очень давний запрос.
[3057.94 - 3059.94] Мой.
[3059.94 - 3061.94] Ты же понимаешь, какое препятствие сейчас
[3061.94 - 3063.94] делать то, что ты делаешь.
[3063.94 - 3065.94] Какое это нужно каждому делать прожог?
[3065.94 - 3067.94] Ну, там.
[3067.94 - 3069.94] Деньги, виды, etc.
[3069.94 - 3071.94] А вот здесь вдруг есть что-то,
[3071.94 - 3073.94] что можно прямо прожить?
[3073.94 - 3075.94] Какая это я делаю? Ради себя.
[3075.94 - 3077.94] Я понимаю.
[3077.94 - 3079.94] Но вдруг есть что-то ради тебя,
[3079.94 - 3081.94] что ты можешь в долбаной,
[3081.94 - 3083.94] или недолбаной, разной Москве
[3083.94 - 3085.94] найти для себя искренне?
[3085.94 - 3087.94] Конечно есть.
[3087.94 - 3089.94] Тут очень много всего.
[3089.94 - 3091.94] Богатейший совершенно.
[3091.94 - 3093.94] Ну, не богатейший, это не из Тамбул, там, так говоря.
[3093.94 - 3095.94] Да, ну кстати, в Истамбул.
[3095.94 - 3097.94] Вот я хотела...
[3097.94 - 3099.94] Крошик, кстати, там ниже порог.
[3099.94 - 3101.94] Да, я хотела поехать как раз с целью разведки.
[3101.94 - 3103.94] Смотри, моя тема следующая.
[3103.94 - 3105.94] Мне кажется, что нужно подумать,
[3105.94 - 3107.94] прежде всего, про есть ли что-нибудь в Москве,
[3107.94 - 3109.94] что тебя приводит. Да, есть.
[3109.94 - 3111.94] И во-вторых, подумать про точки
[3111.94 - 3113.94] со средним порогом, типа Тамбула.
[3113.94 - 3115.94] И...
[3115.94 - 3120.70] Сербия.
[3120.70 - 3122.70] А что там есть? Что-то что.
[3122.70 - 3124.70] И тебе интересно, и другим интересно.
[3124.70 - 3126.70] Ну, кроме вот этой синокогии.
[3126.70 - 3128.70] Нет, я не знаю.
[3128.70 - 3130.70] Я просто не в теме вообще.
[3130.70 - 3132.70] Я Сербию не понимаю.
[3132.70 - 3134.70] Ну, конечно, не знаешь. Я ее сама долго не знала.
[3134.70 - 3136.70] Это для меня...
[3136.70 - 3138.70] Для меня непонятно, почти мир.
[3138.70 - 3140.70] Это
[3140.70 - 3142.70] удивительный мир, который...
[3142.70 - 3144.70] Понятно, что
[3144.70 - 3146.70] где-то хочу в Англию.
[3146.70 - 3148.70] Прямо в Мирае.
[3148.70 - 3150.70] Сейчас до четырех месяцев.
[3150.70 - 3152.70] Ты не хочешь в Лондон? В Англию?
[3152.70 - 3154.70] Посмотреть, там, походить по этим музее.
[3154.70 - 3156.70] Мы здесь сидим с тобой, считаем каждую тысячу,
[3156.70 - 3158.70] и мы с тобой говорим про Англию.
[3158.70 - 3160.70] О чем речь вообще? Ты вот как мой Макс.
[3160.70 - 3162.70] Нет, скажи, это не...
[3162.70 - 3168.54] это неадекватно.
[3168.54 - 3170.54] Я случайно еще вчера...
[3170.54 - 3172.54] Я вчера когда делал тут VPN,
[3172.54 - 3174.54] мне там еще какой-то...
[3174.54 - 3176.54] Я не хотел подглядывать, я посмотрел.
[3176.54 - 3178.54] Там мало денег.
[3178.54 - 3180.54] Вот, поэтому ну, чего ты, мам?
[3180.54 - 3182.54] Я хочу в Англию.
[3182.54 - 3184.54] Ко Англию мы можем говорить.
[3184.54 - 3186.54] Нет, я много чего хочу. Слушай,
[3186.54 - 3188.54] я бы зря, хочу на Пимерочте.
[3188.54 - 3190.54] Я же как-то поехала в Париж, в Швейцарию в этом году.
[3190.54 - 3192.54] Я считаю, что тебе
[3192.54 - 3194.54] бы съездить в Телевив, посмотреть.
[3194.54 - 3196.54] Да, в Телевив, я хочу очень.
[3196.54 - 3198.54] Телевив более низкий порог,
[3198.54 - 3200.54] чем Париж. Я очень хочу.
[3200.54 - 3202.54] В Телевив проще людей собрать, чем в Париж.
[3202.54 - 3204.54] Да, согласна. Так-то.
[3204.54 - 3206.54] Только сейчас
[3206.54 - 3208.54] большой порог с...
[3208.54 - 3210.54] Боятся, в смысле, за войны?
[3210.54 - 3212.54] Она сейчас прекратится.
[3212.54 - 3214.54] Или, по-тече, уже не изнасилен.
[3214.54 - 3216.54] Даже и не за войны,
[3216.54 - 3218.54] а за вот этой пропалестинской химы.
[3218.54 - 3220.54] А, такая раница,
[3220.54 - 3222.54] как будто туда здание идите, смотрите.
[3222.54 - 3224.54] Просто, типа, не касаться Израиля, в принципе.
[3224.54 - 3226.54] Есть такие люди.
[3226.54 - 3228.54] Все равно, порог все равно будет больше людей,
[3228.54 - 3230.54] чем на Париж, я тебе говорю.
[3230.54 - 3232.54] Да, я знаю это. Послушай,
[3232.54 - 3234.54] для того, чтобы мне туда приглашать людей,
[3234.54 - 3236.54] я должна там побывать.
[3236.54 - 3238.54] Сама. Ты ж понимаешь?
[3238.54 - 3240.54] Первый раз типа без? Конечно.
[3240.54 - 3242.54] Первый раз я должна побывать без.
[3242.54 - 3244.54] Я должна своими глазами,
[3244.54 - 3246.54] для того, чтобы увидеть изюминку.
[3246.54 - 3248.54] Я понял.
[3248.54 - 3250.54] Там у меня, кстати, есть коллега прекрасная.
[3250.54 - 3252.54] Как насчет заработать
[3252.54 - 3254.54] на московских экскурсиях
[3254.54 - 3256.54] и дальше продвинуться в это?
[3256.54 - 3258.54] Может вообще это твоя тема,
[3258.54 - 3260.54] эти прогулки, но, правда,
[3260.54 - 3262.54] я не понимаю, как, в смысле ходить все время.
[3262.54 - 3264.54] Потому что, смотри,
[3264.54 - 3266.54] я же, я же, тема чуть...
[3266.54 - 3268.54] Услышь меня тоже. Я тема чуть-чуть знаю.
[3268.54 - 3270.54] Я ездил в
[3270.54 - 3272.54] лагеря Самбатеон много лет подряд.
[3272.54 - 3274.54] Эти лагеря, кроме первого,
[3274.54 - 3276.54] все были
[3276.54 - 3278.54] в путешествиях.
[3278.54 - 3280.54] И они были академические.
[3280.54 - 3282.54] То есть это было изучение всех.
[3282.54 - 3284.54] Мы приезжаем, мы едем по местечкам, например,
[3284.54 - 3286.54] бывшим еврейским.
[3286.54 - 3288.54] Западная Украина, например.
[3288.54 - 3290.54] Да? Куда сейчас нет.
[3290.54 - 3292.54] И там происходит то, что...
[3292.54 - 3294.54] Грубо говоря, происходит у тебя, но не совсем то.
[3294.54 - 3296.54] Там больше в концепции, там какие-то изучения,
[3296.54 - 3298.54] кто здесь жил, там и как это связано с
[3298.54 - 3300.54] текстами, как это связано с общей темой в лагере.
[3300.54 - 3302.54] Я понимаю, ваша тема.
[3302.54 - 3304.54] Да, да, но суть в том, что, грубо говоря, мы это все делали.
[3304.54 - 3306.54] Мне известна, например, логистическая часть.
[3306.54 - 3308.54] Что это такое логистика.
[3308.54 - 3310.54] Ну там, людей покормить, людей то,
[3310.54 - 3312.54] люди мы это не делали, там спать, все прочее.
[3312.54 - 3314.54] То есть я немножко тем чуть-чуть знаю.
[3314.54 - 3316.54] И вот если бы можно было бы с Москвы начать,
[3316.54 - 3318.54] как с какого-то...
[3318.54 - 3320.54] Одно из самых потрясающих интерьеров,
[3320.54 - 3322.54] в общем, я кладу в том,
[3322.54 - 3324.54] что параллельно с Парижем,
[3324.54 - 3326.54] может, Москву какую-то начать думать.
[3326.54 - 3328.54] Я вернусь к этому сейчас.
[3328.54 - 3331.85] Так, говорю, что есть там, допустим,
[3331.85 - 3333.85] в Пелграде. Один из самых потрясающих.
[3333.85 - 3335.85] Здание, которое я вообще видела
[3335.85 - 3337.85] в палата Сербии.
[3337.85 - 3339.85] Сумасшедшие, сумасшедшие медсенчеры.
[3339.85 - 3341.85] Сумасшедшие.
[3341.85 - 3343.85] Причем, с таким
[3343.85 - 3345.85] фольклорным входом.
[3345.85 - 3347.85] Очень здорово, очень тонко
[3347.85 - 3349.85] переработано.
[3349.85 - 3351.85] Это югославская тема, поэтому там...
[3351.85 - 3353.85] В общем, ты думаешь, что в Альгенном проголке
[3353.85 - 3355.85] сделать по Пелграду, да?
[3355.85 - 3357.85] Это очень оригинально.
[3357.85 - 3359.85] Это очень оригинальные вещи.
[3359.85 - 3361.85] Это очень оригинальные вещи.
[3361.85 - 3365.54] Это очень оригинальные вещи.
[3365.54 - 3367.54] Вот это все.
[3367.54 - 3369.54] Хорошо, я облавил.
[3369.54 - 3371.54] Короче, я вижу три этажа.
[3371.54 - 3373.54] Я вижу верхний этаж.
[3373.54 - 3375.54] Это очень слабо достижение
[3375.54 - 3377.54] страны чипаевропы,
[3377.54 - 3379.54] в которой ты все время ездишь.
[3379.54 - 3381.54] Это твоя основа. Я вижу второй этаж.
[3381.54 - 3383.54] Вот это можно подумать про сервию, про Астамбул.
[3383.54 - 3385.54] Я вижу первый этаж, что там Москва.
[3385.54 - 3388.98] Как они внедряют скульптуру?
[3388.98 - 3390.98] Одна из их сильных сторон.
[3390.98 - 3392.98] Две реки.
[3392.98 - 3394.98] Великолепная стилизация.
[3394.98 - 3396.98] Великолепная стилизация
[3396.98 - 3398.98] народной мебели.
[3398.98 - 3400.98] То, что дает...
[3400.98 - 3402.98] А текстиль какой-то?
[3402.98 - 3404.98] Текстиль здесь.
[3404.98 - 3406.98] Сочетание
[3406.98 - 3408.98] потрясающего количества материалов.
[3408.98 - 3410.98] Металл, мозаика и скучнейшие.
[3410.98 - 3412.98] Ковры с этими.
[3412.98 - 3414.98] У них как все фольклорненько, да?
[3414.98 - 3416.98] Ну, понимаешь, это очень
[3416.98 - 3418.98] тонкие переработанные...
[3418.98 - 3420.98] Я ошибаюсь, я...
[3420.98 - 3422.98] Так это специально.
[3422.98 - 3424.98] Это же палата Сербия.
[3424.98 - 3426.98] Здесь показывают там
[3426.98 - 3428.98] хорватский зал, славенский зал.
[3428.98 - 3430.98] А, понял.
[3430.98 - 3432.98] Это задача такая.
[3432.98 - 3434.98] Да, но в интерпретации Меценчерис.
[3434.98 - 3436.98] В 1937 год.
[3436.98 - 3438.98] Все, это конкретное здание просто.
[3438.98 - 3440.98] Да, но это очень...
[3440.98 - 3442.98] Очень народненько все.
[3442.98 - 3444.98] Конечно, это в этом из задачи.
[3444.98 - 3446.98] Народненько с
[3446.98 - 3448.98] модернистической темой.
[3448.98 - 3450.98] Модернистая.
[3450.98 - 3452.98] Вон какая прелесть.
[3452.98 - 3454.98] Мозаики совершенно
[3454.98 - 3456.98] сумасшедшие. Вообще вот эта работа
[3456.98 - 3458.98] с материалом.
[3458.98 - 3460.98] Видишь, вот примитивизм все время
[3460.98 - 3462.98] выскакивает.
[3462.98 - 3464.98] А эта тема вообще 20-го века.
[3464.98 - 3466.98] Одна из.
[3466.98 - 3468.98] 20-го века, да.
[3468.98 - 3470.98] Сочетание материалов. Очень много материалов
[3470.98 - 3472.98] в одном месте. Великолепно сложенных.
[3472.98 - 3474.98] Десять камень.
[3474.98 - 3476.98] Дерево.
[3476.98 - 3478.98] И антиквариат. И совершенно чумовые
[3478.98 - 3480.98] ковры.
[3480.98 - 3482.98] Текстиль. Скульптуры.
[3482.98 - 3484.98] Вот тут вот я фотографировал количество материалов.
[3484.98 - 3486.98] Смотри.
[3486.98 - 3488.98] Один вид камни. Другой вид камни.
[3488.98 - 3490.98] Дерево. Такое.
[3490.98 - 3492.98] Рыжее. Медовое.
[3492.98 - 3494.98] И металлическая
[3494.98 - 3496.98] скульптура.
[3496.98 - 3498.98] Что? Очень много всего.
[3498.98 - 3500.98] Классно.
[3500.98 - 3502.98] Классно. И очень здорово.
[3502.98 - 3504.98] Все с тем, что это чистый вон.
[3504.98 - 3506.98] Какие прекрасные вещи есть.
[3506.98 - 3508.98] Ой.
